Rank,Previous Rank,Player,Position,Team,Price,Shirt points,Shirt count,Sprint points,Sprint count,Climb points,Climb count,Placement points,Placement count,Bought,Sold,Points
74,74,Wilco Kelderman,climber,Jumbo-Visma,7.9,0.00,0,3.00,1,87.00,3,246.00,21,0,0,366.00
75,75,Caleb Ewan,sprinter,Lotto Dstny,10.3,0.00,0,46.00,3,0.00,0,318.00,12,0,0,364.00
76,76,Lotto Dstny,manager,Lotto Dstny,7.8,0.00,0,0.00,0,0.00,0,360.00,4,0,0,360.00
76,76,Lidl-Trek,manager,Lidl-Trek,7.3,0.00,0,0.00,0,0.00,0,360.00,6,0,0,360.00
78,78,Fred Wright,youth,Bahrain - Victorious,6.7,0.00,0,28.00,1,0.00,0,208.00,21,0,0,356.00
79,79,Mikel Landa,captain,Bahrain - Victorious,9.2,0.00,0,14.00,2,66.00,4,212.00,21,0,0,352.00
80,80,Luca Mozzato,sprinter,Team Arkea Samsic,6.7,0.00,0,8.00,1,0.00,0,342.00,21,0,0,350.00
81,81,Nils Politt,support,BORA-Hansgrohe,5.9,0.00,0,76.00,3,0.00,0,192.00,21,0,0,348.00
81,81,Daniel Oss,support,TotalEnergies,4.2,0.00,0,60.00,1,24.00,2,164.00,21,0,0,348.00
83,83,Rémi Cavagna,tempo,Soudal Quick-Step,5.6,0.00,0,105.00,3,9.00,1,198.00,21,0,0,342.00
84,84,Nikias Arndt,support,Bahrain - Victorious,5,0.00,0,72.00,2,0.00,0,148.00,21,0,0,340.00
85,85,Chris Harper,climber,Team Jayco Alula,4.5,0.00,0,24.00,1,63.00,3,246.00,21,0,0,333.00
86,86,Søren Wærenskjold,youth,Uno-X Pro Cycling Team,4.6,0.00,0,0.00,0,0.00,0,322.00,22,0,0,322.00
87,87,Soudal-Quick Step,manager,Soudal Quick-Step,9.1,0.00,0,0.00,0,0.00,0,320.00,4,0,0,320.00
88,88,Alexander Kristoff,sprinter,Uno-X Pro Cycling Team,8,0.00,0,40.00,3,0.00,0,276.00,21,0,0,316.00
88,88,Hugo Houle,support,Israel-Premier Tech,4.7,0.00,0,36.00,1,0.00,0,240.00,21,0,0,316.00
90,90,Alberto Bettiol,support,EF Education-EasyPost,6.7,0.00,0,84.00,2,0.00,0,228.00,21,0,0,312.00
90,90,Valentin Madouas,support,Groupama - FDJ,6,0.00,0,8.00,1,24.00,1,280.00,21,0,0,312.00
90,90,Mike Teunissen,support,Intermarché - Circus - Wanty,5.5,0.00,0,108.00,2,0.00,0,204.00,21,0,0,312.00
90,90,Felix Großschartner,support,UAE Team Emirates,5.1,0.00,0,0.00,0,0.00,0,192.00,21,0,0,312.00
94,94,Silvan Dillier,support,Alpecin-Deceuninck,4.7,0.00,0,24.00,2,0.00,0,124.00,21,0,0,308.00
95,95,Jasper Stuyven,support,Lidl-Trek,7,0.00,0,20.00,3,0.00,0,240.00,21,0,0,300.00
95,95,Jonas Rickaert,support,Alpecin-Deceuninck,4.3,0.00,0,16.00,1,0.00,0,124.00,21,0,0,300.00
97,97,Matteo Trentin,sprinter,UAE Team Emirates,7.7,0.00,0,40.00,3,0.00,0,192.00,21,0,0,292.00
97,97,Patrick Konrad,support,BORA-Hansgrohe,5.9,0.00,0,92.00,2,0.00,0,120.00,21,0,0,292.00
99,99,Jhoan Esteban Chaves,climber,EF Education-EasyPost,6.9,0.00,0,33.00,1,72.00,4,183.00,13,0,0,288.00
99,99,Nicholas Schultz,support,Israel-Premier Tech,5.5,0.00,0,60.00,3,0.00,0,188.00,21,0,0,288.00
99,99,Jasper De Buyst,support,Lotto Dstny,5.1,0.00,0,0.00,0,0.00,0,288.00,21,0,0,288.00
99,99,Nils Eekhoff,youth,dsm-firmenich,4.9,0.00,0,28.00,1,0.00,0,260.00,21,0,0,288.00
103,103,Quinten Hermans,support,Alpecin-Deceuninck,4.8,0.00,0,12.00,1,0.00,0,112.00,21,0,0,284.00
104,104,Benoit Cosnefroy,support,AG2R Citroën Team,6.2,0.00,0,0.00,0,0.00,0,140.00,21,0,0,280.00
104,104,Omar Fraile Matarranz,support,INEOS Grenadiers,4.8,0.00,0,56.00,3,0.00,0,144.00,21,0,0,280.00
106,106,Jonathan Castroviejo,tempo,INEOS Grenadiers,6.1,0.00,0,0.00,0,0.00,0,213.00,21,0,0,273.00
107,107,Anthony Perez,support,Cofidis,3.6,0.00,0,68.00,2,0.00,0,124.00,17,0,0,272.00
108,108,Harold Tejeda,climber,Astana Qazaqstan Team,4.8,0.00,0,57.00,3,6.00,1,204.00,21,0,0,267.00
109,109,Marco Haller,support,BORA-Hansgrohe,5,0.00,0,0.00,0,0.00,0,184.00,21,0,0,264.00
110,110,TotalEnergies,manager,TotalEnergies,5.4,0.00,0,0.00,0,0.00,0,260.00,3,0,0,260.00
111,111,Cees Bol,sprinter,Astana Qazaqstan Team,7.4,0.00,0,12.00,2,0.00,0,244.00,21,0,0,256.00
111,111,Oliver Naesen,support,AG2R Citroën Team,6.2,0.00,0,40.00,1,0.00,0,176.00,21,0,0,256.00
113,113,Edvald Boasson Hagen,support,TotalEnergies,5,0.00,0,80.00,1,24.00,2,148.00,21,0,0,252.00
114,114,Axel Zingle,youth,Cofidis,6,0.00,0,60.00,3,0.00,0,108.00,21,0,0,248.00
114,114,Vegard Stake Laengen,support,UAE Team Emirates,3.9,0.00,0,0.00,0,0.00,0,128.00,21,0,0,248.00
114,114,Anthony Delaplace,support,Team Arkea Samsic,3.9,0.00,0,80.00,1,12.00,1,156.00,21,0,0,248.00
117,117,Andrey Amador,support,EF Education-EasyPost,4.1,0.00,0,144.00,3,0.00,0,100.00,21,0,0,244.00
118,118,Peter Sagan,sprinter,TotalEnergies,7.9,0.00,0,46.00,4,0.00,0,196.00,21,0,0,242.00
119,119,Israel-Premier Tech,manager,Israel-Premier Tech,6.3,0.00,0,0.00,0,0.00,0,240.00,3,0,0,240.00
119,119,Søren Kragh Andersen,tempo,Alpecin-Deceuninck,5.1,0.00,0,15.00,2,0.00,0,105.00,21,0,0,240.00
121,121,Marc Soler,climber,UAE Team Emirates,7.5,0.00,0,6.00,1,36.00,2,105.00,21,0,0,237.00
122,122,Rasmus Tiller,support,Uno-X Pro Cycling Team,4.4,0.00,0,0.00,0,0.00,0,232.00,21,0,0,232.00
123,123,Antonio Pedrero,support,Movistar Team,5.2,0.00,0,16.00,1,0.00,0,212.00,13,0,0,228.00
123,123,Dylan Van Baarle,support,Jumbo-Visma,4.9,0.00,0,0.00,0,24.00,2,164.00,21,0,0,228.00
123,123,Ramon Sinkeldam,support,Alpecin-Deceuninck,4.3,0.00,0,0.00,0,0.00,0,68.00,13,0,0,228.00
126,126,Tim Declercq,support,Soudal Quick-Step,4,0.00,0,60.00,1,12.00,1,112.00,21,0,0,224.00
127,127,Christophe Laporte,sprinter,Jumbo-Visma,8.1,0.00,0,8.00,1,0.00,0,192.00,21,0,0,220.00
128,128,Kevin Geniets,support,Groupama - FDJ,5.5,0.00,0,40.00,1,0.00,0,176.00,21,0,0,216.00
129,129,Gorka Izagirre,climber,Movistar Team,6.3,0.00,0,39.00,3,0.00,0,174.00,21,0,0,213.00
130,130,Anthon Charmig,youth,Uno-X Pro Cycling Team,4.5,0.00,0,68.00,2,24.00,1,120.00,21,0,0,212.00
130,130,Lilian Calmejane,support,Intermarché - Circus - Wanty,3.6,0.00,0,52.00,1,0.00,0,160.00,21,0,0,212.00
132,132,Danny Van Poppel,sprinter,BORA-Hansgrohe,6.7,0.00,0,36.00,2,0.00,0,132.00,21,0,0,208.00
133,133,Bob Jungels,tempo,BORA-Hansgrohe,6.2,0.00,0,0.00,0,0.00,0,144.00,21,0,0,204.00
133,133,Michael Gogl,climber,Alpecin-Deceuninck,5.3,0.00,0,9.00,1,0.00,0,75.00,21,0,0,204.00
135,135,Nathan Van Hooydonck,tempo,Jumbo-Visma,5.4,0.00,0,66.00,3,0.00,0,105.00,21,0,0,201.00
136,136,Gregor Muhlberger,support,Movistar Team,5.3,0.00,0,52.00,1,0.00,0,148.00,21,0,0,200.00
136,136,Alexis Renard,youth,Cofidis,4.5,0.00,0,24.00,2,0.00,0,96.00,16,0,0,200.00
136,136,Valentin Ferron,youth,TotalEnergies,4.5,0.00,0,60.00,1,0.00,0,140.00,21,0,0,200.00
136,136,Adrien Petit,support,Intermarché - Circus - Wanty,4,0.00,0,0.00,0,0.00,0,100.00,21,0,0,200.00
140,140,Nans Peters,support,AG2R Citroën Team,4.5,0.00,0,0.00,0,12.00,1,140.00,21,0,0,192.00
141,141,Stan Dewulf,support,AG2R Citroën Team,4.6,0.00,0,0.00,0,0.00,0,148.00,21,0,0,188.00
141,141,Guillaume Boivin,support,Israel-Premier Tech,4.5,0.00,0,16.00,1,0.00,0,132.00,21,0,0,188.00
143,143,Mikkel Bjerg,tempo,UAE Team Emirates,6,0.00,0,18.00,1,0.00,0,78.00,21,0,0,186.00
144,144,Romain Bardet,captain,dsm-firmenich,9.4,0.00,0,0.00,0,0.00,0,184.00,13,0,0,184.00
144,144,Kevin Vermaerke,youth,dsm-firmenich,4.7,0.00,0,44.00,2,0.00,0,140.00,21,0,0,184.00
144,144,Alex Kirsch,support,Lidl-Trek,4.6,0.00,0,8.00,1,0.00,0,136.00,21,0,0,184.00
147,147,Luka Mezgec,sprinter,Team Jayco Alula,7.1,0.00,0,2.00,1,0.00,0,180.00,21,0,0,182.00
148,148,Michael Mørkøv,support,Soudal Quick-Step,5.1,0.00,0,0.00,0,0.00,0,136.00,21,0,0,176.00
148,148,Tony Gallopin,support,Lidl-Trek,5.1,0.00,0,0.00,0,0.00,0,136.00,21,0,0,176.00
150,150,Stefan Küng,tempo,Groupama - FDJ,7.5,0.00,0,33.00,2,0.00,0,141.00,21,0,0,174.00
150,150,Sam Welsford,sprinter,dsm-firmenich,6.5,0.00,0,22.00,1,0.00,0,152.00,21,0,0,174.00
152,152,Lars van de Berg,youth,Groupama - FDJ,4.5,0.00,0,0.00,0,0.00,0,168.00,21,0,0,168.00
153,153,Fabio Jakobsen,sprinter,Soudal Quick-Step,11,0.00,0,20.00,2,0.00,0,146.00,11,0,0,166.00
154,154,Yves Lampaert,tempo,Soudal Quick-Step,6.6,0.00,0,0.00,0,0.00,0,135.00,21,0,0,165.00
155,155,Intermarche-Circus-Wanty,manager,Intermarché - Circus - Wanty,6.2,0.00,0,0.00,0,0.00,0,160.00,2,0,0,160.00
155,155,Dries Devenyns,support,Soudal Quick-Step,4.8,0.00,0,0.00,0,0.00,0,120.00,21,0,0,160.00
157,157,Rigoberto Uran,climber,EF Education-EasyPost,7.9,0.00,0,9.00,1,54.00,1,96.00,21,0,0,159.00
157,157,Aurelien Paret-Peintre,climber,AG2R Citroën Team,6,0.00,0,0.00,0,0.00,0,129.00,21,0,0,159.00
159,159,Jenthe Biermans,support,Team Arkea Samsic,4.2,0.00,0,24.00,1,0.00,0,132.00,21,0,0,156.00
160,160,Quentin Pacher,climber,Groupama - FDJ,5.4,0.00,0,18.00,1,0.00,0,135.00,21,0,0,153.00
161,161,Simon Clarke,support,Israel-Premier Tech,6.2,0.00,0,0.00,0,0.00,0,112.00,21,0,0,152.00
161,161,Matthew Dinham,youth,dsm-firmenich,4.5,0.00,0,0.00,0,0.00,0,152.00,21,0,0,152.00
161,161,Christopher Hamilton,support,dsm-firmenich,4.4,0.00,0,0.00,0,0.00,0,152.00,21,0,0,152.00
164,164,Nelson Oliveira,tempo,Movistar Team,5.6,0.00,0,33.00,1,0.00,0,117.00,21,0,0,150.00
164,164,Simon Geschke,climber,Cofidis,5.2,0.00,0,0.00,0,0.00,0,90.00,17,0,0,150.00
166,166,Christopher Juul-Jensen,support,Team Jayco Alula,4.6,0.00,0,40.00,2,0.00,0,108.00,21,0,0,148.00
167,167,David De La Cruz,climber,Astana Qazaqstan Team,5.6,0.00,0,33.00,1,0.00,0,114.00,11,0,0,147.00
168,168,Dion Smith,support,Intermarché - Circus - Wanty,4.8,0.00,0,0.00,0,0.00,0,144.00,21,0,0,144.00
169,169,Juan Pedro López,climber,Lidl-Trek,6.2,0.00,0,9.00,1,0.00,0,102.00,21,0,0,141.00
170,170,Movistar Team,manager,Movistar Team,8.8,0.00,0,0.00,0,0.00,0,140.00,3,0,0,140.00
170,170,Astana Qazaqstan Team,manager,Astana Qazaqstan Team,7.2,0.00,0,0.00,0,0.00,0,140.00,3,0,0,140.00
170,170,Clément Champoussin,youth,Team Arkea Samsic,5.7,0.00,0,0.00,0,0.00,0,140.00,21,0,0,140.00
170,170,Uno-X Pro Cycling Team,manager,Uno-X Pro Cycling Team,5,0.00,0,0.00,0,0.00,0,140.00,3,0,0,140.00
174,174,Gianni Moscon,support,Astana Qazaqstan Team,5.5,0.00,0,0.00,0,0.00,0,128.00,21,0,0,128.00
174,174,Florian Vermeersch,youth,Lotto Dstny,5.4,0.00,0,0.00,0,0.00,0,128.00,21,0,0,128.00
176,176,Egan Bernal,captain,INEOS Grenadiers,9.4,0.00,0,0.00,0,0.00,0,80.00,21,0,0,120.00
176,176,Olivier Le Gac,support,Groupama - FDJ,4.3,0.00,0,0.00,0,0.00,0,120.00,21,0,0,120.00
178,178,Torstein Træen,climber,Uno-X Pro Cycling Team,5.7,0.00,0,27.00,2,0.00,0,90.00,21,0,0,117.00
179,179,Elmar Reinders,support,Team Jayco Alula,4.3,0.00,0,0.00,0,0.00,0,116.00,21,0,0,116.00
180,180,Steff Cras,climber,TotalEnergies,4.7,0.00,0,0.00,0,0.00,0,114.00,7,0,0,114.00
181,181,Magnus Cort Nielsen,tempo,EF Education-EasyPost,7,0.00,0,9.00,2,0.00,0,102.00,21,0,0,111.00
182,182,Rui Costa,climber,Intermarché - Circus - Wanty,5.8,0.00,0,0.00,0,0.00,0,108.00,21,0,0,108.00
183,183,Yevgeniy Fedorov,youth,Astana Qazaqstan Team,4.5,0.00,0,0.00,0,0.00,0,104.00,21,0,0,104.00
184,184,Alex Edmondson,tempo,dsm-firmenich,4.8,0.00,0,15.00,1,0.00,0,87.00,21,0,0,102.00
185,185,Groupama-FDJ,manager,Groupama - FDJ,8.5,0.00,0,0.00,0,0.00,0,100.00,3,0,0,100.00
185,185,John Degenkolb,support,dsm-firmenich,5.4,0.00,0,0.00,0,0.00,0,100.00,21,0,0,100.00
187,187,Luke Durbridge,tempo,Team Jayco Alula,5.1,0.00,0,6.00,1,0.00,0,90.00,21,0,0,96.00
188,188,Louis Meintjes,captain,Intermarché - Circus - Wanty,8.3,0.00,0,0.00,0,0.00,0,88.00,13,0,0,88.00
188,188,Frederik Frison,support,Lotto Dstny,4.7,0.00,0,0.00,0,0.00,0,88.00,21,0,0,88.00
190,190,Quinn Simmons,youth,Lidl-Trek,5.5,0.00,0,0.00,0,0.00,0,32.00,8,0,0,72.00
191,191,Ben Turner,youth,INEOS Grenadiers,5.1,0.00,0,0.00,0,0.00,0,68.00,12,0,0,68.00
192,192,Team Arkea Samsic,manager,Team Arkea Samsic,5.6,0.00,0,0.00,0,0.00,0,60.00,2,0,0,60.00
193,193,EF Education-EasyPost,manager,EF Education-EasyPost,6.8,0.00,0,0.00,0,0.00,0,40.00,2,0,0,40.00
194,194,Luis Leon Sanchez,support,Astana Qazaqstan Team,5.5,0.00,0,0.00,0,0.00,0,36.00,4,0,0,36.00
195,195,dsm-firmenich,manager,dsm-firmenich,7.5,0.00,0,0.00,0,0.00,0,20.00,1,0,0,20.00
195,195,Jacopo Guarnieri,support,Lotto Dstny,4.4,0.00,0,0.00,0,0.00,0,20.00,4,0,0,20.00
197,197,Richard Carapaz,captain,EF Education-EasyPost,9.8,0.00,0,0.00,0,0.00,0,2.00,1,0,0,2.00
-,-,Enric Mas,captain,Movistar Team,10.4,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Sam Bennett,sprinter,BORA-Hansgrohe,10,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Sergio Higuita,climber,BORA-Hansgrohe,7.1,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Andrea Bagioli,youth,Soudal Quick-Step,6.8,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Bauke Mollema,climber,Lidl-Trek,6.7,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Greg Van Avermaet,support,AG2R Citroën Team,6,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Maciej Bodnar,tempo,TotalEnergies,5.8,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Dorian Godon,climber,AG2R Citroën Team,5.7,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Joe Dombrovski,climber,Astana Qazaqstan Team,5.7,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Benjamin Thomas,tempo,Cofidis,5.5,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Mauri Vansevenant,youth,Soudal Quick-Step,5.4,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Florian Sénéchal,support,Soudal Quick-Step,5.2,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Alexis Vuillermoz,support,TotalEnergies,4.9,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Samuele Battistella,youth,Astana Qazaqstan Team,4.7,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Mikkel Frølich Honore,support,EF Education-EasyPost,4.5,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Piet Allegaert,support,Cofidis,4.2,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Kamil Gradek,support,Bahrain - Victorious,4.2,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Élie Gesbert,support,Team Arkea Samsic,4.2,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Domen Novak,support,UAE Team Emirates,4,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Jorge Arcas,support,Movistar Team,3.8,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Pierre-Luc Perichon,support,Cofidis,3.5,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
-,-,Dmitriy Gruzdev,support,Astana Qazaqstan Team,3.5,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00
